yaw,pitch
91.60509221295952,-77.1897235986621
90.59917538760433,-76.52485183164845
90.23215920602983,-75.19818767007617
89.77937841218527,-74.73642257951902
89.09085710167663,-75.3372627067877
88.4941211433347,-76.79951968995793
87.85409929896294,-79.73641323108238
87.37480183746604,-81.55546218477944
87.09265267613706,-82.02745471358858
87.05352838815524,-84.76273456704418
87.03296882342336,-85.03353934608413
87.03474266336264,-84.20626519931703
87.25206524019471,-83.31416192758451
87.71644255068868,-81.7605500508625
87.67577222184978,-79.08930050093471
88.22674780575406,-77.37557038842436
89.06871287340715,-76.29867174077809
89.89793453597127,-76.62263016752097
90.03330781524676,-74.48303602585396
90.94695567239926,-75.94930385440001
91.20108023972533,-77.48986159224584
91.97330086495927,-79.86345332770908
92.18717742065488,-81.2546182063162
92.75206627526944,-84.04952390935487
93.18788836497187,-85.2311973384978
93.03832809521558,-84.91459381425966
93.05782977680583,-85.25865820372245
92.40369432499197,-83.22579501614207
92.31091322381091,-80.85288077967842
92.32016075581869,-79.48909271915203
91.63619238887371,-76.83233830716442
91.27654040290378,-76.5002812107791
90.19921112185645,-74.52706691062716
89.78766187604717,-74.56778346833016
88.8027676500042,-76.2798558732746
88.1467106762835,-77.08787818056867
87.90363832538542,-79.75461557953624
87.62649508370548,-81.55976531327804
87.1606668411859,-84.31565357000368
87.28684119619665,-83.46653285908998
87.1514337845233,-84.63544695021503
87.18168205510474,-84.52611927516871
87.06233969141283,-82.64124895793181
88.04368845634787,-81.52771677480473
88.02188331103359,-79.15154479027854
88.67720317388905,-76.77470835034343
89.06444514365683,-75.61150578519516
89.53388588162507,-75.0442767049693
90.79714738826453,-75.46384212278917
90.95831500588977,-76.0928263143715
91.35444597192942,-77.71142919707425
92.38776078995018,-79.959820342993
91.98938192665275,-81.51215412781013
92.98218702895619,-83.6440986086123
93.1645081308416,-84.9623293055146
92.91281936375586,-84.22313257246171
92.83823667960031,-85.18535225728132
92.64641749422292,-82.48199640962297
92.59981141923865,-81.30936244369974
91.9651656840214,-79.24120146167182
91.22041894232498,-77.04966566884102
90.99681198603571,-75.6124446680404
89.94466114291812,-75.22930171921499
89.37843559324955,-75.65628047497917
88.96821849342109,-76.90172505966966
88.61157618320813,-78.18920946263117
87.96653810170068,-79.67377652175458
87.6033630208491,-81.68351636094093
87.33745104954455,-83.2065493818148
87.4580548779839,-84.46229193494115
86.84148209437701,-84.70601730002058
87.05128582794013,-84.14601166970006
87.44112268431574,-82.18141736576092
87.76118416170327,-80.425776236547
87.9376070487674,-78.50897350761889
88.32758324722609,-76.22332095537631
89.17796611451135,-75.08330695723119
89.96612087738923,-75.8340839344023
90.42527815860518,-74.69905785033914
90.96525958650044,-76.63711430899795
91.66172298091648,-78.04603355050905
92.01181289835864,-79.84823986622798
92.48282080960244,-82.317645507467
92.72221225762097,-83.86101005278894
92.93008870629852,-84.67700431464145
92.86265720047282,-85.52859579570968
92.468653822084,-84.09091921219766
92.73274446117179,-82.70796262294725
92.26258928713192,-80.43550498855882
91.96919652391436,-79.28050566620107
91.41475145586891,-77.02948746455407
90.88165270125272,-75.78314579713008
90.22947332409464,-74.96769057881257
89.34751246190058,-74.74651596328961
88.79667448974854,-76.81481333290796
88.51866758106033,-77.28493153252417
87.91522552359385,-79.88484044107638
87.61685656082132,-81.59283279161106
86.91094988590497,-83.47604910275554
87.17524311616963,-84.75614467383711
86.9217647750456,-85.23452803835453
87.48307119922212,-84.37644871680341
87.38068176219159,-82.3739410982574
87.78341529382149,-81.16218448446037
88.72242680557298,-78.30681212880036
88.55353667984538,-77.17685133443854
89.42044761554261,-75.28841176342378
89.76996035207591,-75.86357765921035
90.52382358603076,-74.40380752534375
90.87250629974953,-76.73218387535918
92.08554604641121,-77.09868344836676
92.32189713393467,-80.52752885241804
92.55284046088899,-81.80468929973183
92.7384386376557,-83.44373577502971
92.75527844147004,-84.3684543343408
93.23812456431885,-85.65608997155857
93.30756300753309,-84.39306163494345
93.02312308570095,-81.41764056061434
92.38599436917563,-81.3142917642425
91.86303104994931,-79.43778115754805
91.05061349261534,-77.63842303007925
90.68201397574839,-75.9457633016827
89.66416672872384,-75.26078513534038
89.55052003502742,-75.29847069337134
88.87093095104186,-76.7835013713894
88.2460300550729,-77.83223162738206
87.4202784154545,-80.69767922428028
87.4651067884142,-82.30754110715
87.253495220354,-83.82580919869106
87.12763552768837,-84.95233367410538
87.27573308177017,-84.3845436974588
86.89163371510213,-84.53853416221219
87.61780404914525,-83.19264027949245
87.79213966996811,-80.58145866788259
88.17810235205957,-78.5894898462298
89.05223945268777,-76.51209323085011
89.27407301210289,-75.75600782250386
89.97493014716537,-74.88391754776845
90.1191064976444,-74.18833897064965
91.12180807271302,-76.52004783401816
91.75312833786079,-78.06723914161068
92.23537152455746,-80.60186639272591
92.43316995561567,-81.92871397643403
92.6747715559581,-83.99455970651276
92.8109783083506,-84.25420776707654
92.83115992015863,-84.0077233254239
92.73762895425554,-85.18506074637564
92.42015138764431,-82.95974443790574
92.29469590200841,-80.85383952557531
92.18765586656656,-79.13173716164636
91.36370444205403,-77.30559249248093
90.48307867322194,-75.16772470216476
90.3721449324038,-74.82483984042494
89.4702816533384,-75.37456115944529
88.89165962675017,-76.63564405686093
88.44729030895154,-78.45084899434832
87.65480794509551,-79.51157870522145
87.3288576074937,-82.84044226268337
86.90257187367995,-84.15159298446406
86.87669697771109,-84.23024972125543
87.16744050964905,-85.80953770862561
87.10283671365654,-83.90352597732053
87.06479410312606,-82.08454921093926
87.7291948064224,-80.18022659629467
88.31045271335907,-78.05058954825151
88.78343721769478,-76.94907939637814
89.53021929319452,-74.87096029352264
89.90441527758055,-76.1708865774854
